0,504324;2020-04-27 13:34:46;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0
1,00727;2020-04-27 13:34:46;0;0;0;0;0;0;0;0;0;0;0;-26;40;0;0;0
1,510047;2020-04-27 13:34:46;0;23;84;82129;28533;2121;6179;4693;1714;2806;734;67;40;0;7;0
2,01292;2020-04-27 13:34:46;0;23;84;82129;28533;2121;6179;4693;1714;2806;734;37;40;0;11;0
2,51578;2020-04-27 13:34:46;0;26;91;164494;80786;26587;18558;11806;11333;7322;2125;74;40;0;14;0
3,018776;2020-04-27 13:34:46;0;26;91;164494;80786;26587;18558;11806;11333;7322;2125;55;36;0;16;0
3,521544;2020-04-27 13:34:46;0;35;84;79069;29332;5840;3459;5782;4530;1544;943;35;36;0;19;0
4,02445;2020-04-27 13:34:46;0;35;84;79069;29332;5840;3459;5782;4530;1544;943;21;36;0;21;0
4,527323;2020-04-27 13:34:46;0;41;67;151418;6554;157;2804;2777;936;558;347;13;36;0;23;0
5,030107;2020-04-27 13:34:46;0;41;67;151418;6554;157;2804;2777;936;558;347;44;36;0;25;0
5,53298;2020-04-27 13:34:46;0;61;67;11950;21054;5140;4284;10249;8558;4965;2437;38;36;0;28;0
6,035934;2020-04-27 13:34:46;0;61;67;11950;21054;5140;4284;10249;8558;4965;2437;75;36;0;31;0
6,538726;2020-04-27 13:34:46;0;66;78;6643;10523;14639;13563;10074;5314;3009;1515;235;36;0;33;0
7,041644;2020-04-27 13:34:46;0;66;78;6643;10523;14639;13563;10074;5314;3009;1515;91;36;0;36;0
7,544487;2020-04-27 13:34:46;0;57;77;51275;34636;3951;4780;1251;2048;1471;553;82;36;0;37;0
8,047348;2020-04-27 13:34:46;0;57;77;51275;34636;3951;4780;1251;2048;1471;553;130;36;0;38;0
8,550145;2020-04-27 13:34:46;0;61;91;62868;20419;15115;12568;3696;6062;1838;997;8;36;0;39;0
9,053173;2020-04-27 13:34:46;0;61;91;62868;20419;15115;12568;3696;6062;1838;997;73;36;0;41;0
9,555847;2020-04-27 13:34:46;0;40;83;27345;72253;9376;1808;4896;4060;1123;650;98;36;0;41;0
10,0588;2020-04-27 13:34:46;0;40;83;27345;72253;9376;1808;4896;4060;1123;650;57;36;0;41;0
10,56154;2020-04-27 13:34:46;0;38;69;40599;5853;1012;1368;616;918;215;245;28;36;0;40;0
11,06449;2020-04-27 13:34:46;0;38;69;40599;5853;1012;1368;616;918;215;245;59;36;0;40;0
11,56746;2020-04-27 13:34:46;0;38;57;100773;42610;2079;2013;7243;2640;805;637;41;36;0;40;0
12,07028;2020-04-27 13:34:46;0;38;57;100773;42610;2079;2013;7243;2640;805;637;74;36;0;40;0
12,57328;2020-04-27 13:34:46;0;44;47;147516;7922;2560;1271;1528;2777;1127;1557;116;36;0;40;0
13,07593;2020-04-27 13:34:46;0;44;47;147516;7922;2560;1271;1528;2777;1127;1557;61;36;0;40;0
13,57886;2020-04-27 13:34:46;0;40;54;92679;21392;5020;1723;2306;849;1874;618;51;36;0;40;0
14,08186;2020-04-27 13:34:46;0;40;54;92679;21392;5020;1723;2306;849;1874;618;21;36;0;40;0
14,58451;2020-04-27 13:34:46;0;17;51;65020;86764;18624;3220;4293;1411;762;438;135;36;0;39;0
15,08744;2020-04-27 13:34:46;0;17;51;65020;86764;18624;3220;4293;1411;762;438;156;36;0;39;0
15,5902;2020-04-27 13:34:46;0;7;67;1174934;591994;165575;56057;16834;13040;9129;2364;45;36;0;38;0
16,09318;2020-04-27 13:34:46;0;7;67;1174934;591994;165575;56057;16834;13040;9129;2364;58;36;0;37;0
16,59597;2020-04-27 13:34:46;0;1;57;191355;75128;8177;5973;10006;5483;2150;463;96;36;0;36;0
17,09884;2020-04-27 13:34:46;0;1;57;191355;75128;8177;5973;10006;5483;2150;463;50;36;0;35;0
17,60173;2020-04-27 13:34:46;0;13;51;62894;8188;1244;495;857;1710;291;165;73;36;0;34;0
18,10463;2020-04-27 13:34:46;0;13;51;62894;8188;1244;495;857;1710;291;165;-25;35;0;33;0
18,60746;2020-04-27 13:34:46;0;23;61;72534;31549;11846;10057;4462;2023;1740;616;91;35;0;33;0
19,11042;2020-04-27 13:34:46;0;23;61;72534;31549;11846;10057;4462;2023;1740;616;81;35;0;33;0
19,61316;2020-04-27 13:34:46;0;38;70;64642;69299;36949;31532;9855;7916;1449;886;23;35;0;33;0
20,11611;2020-04-27 13:34:46;0;38;70;64642;69299;36949;31532;9855;7916;1449;886;103;35;0;33;0
20,61897;2020-04-27 13:34:46;0;38;70;64642;69299;36949;31532;9855;7916;1449;886;37;35;0;33;0
21,12181;2020-04-27 13:34:46;0;38;70;64642;69299;36949;31532;9855;7916;1449;886;329;35;0;33;0
21,6247;2020-04-27 13:34:46;0;23;81;15145;26523;4039;6684;6962;1914;1494;594;49;35;0;33;0
22,12755;2020-04-27 13:34:46;0;44;81;27957;3261;2221;2856;3432;2396;1043;530;70;35;0;33;0
22,63035;2020-04-27 13:34:46;0;44;81;27957;3261;2221;2856;3432;2396;1043;530;136;35;0;33;0
23,13332;2020-04-27 13:34:46;0;40;78;158354;45960;17483;13583;4796;3061;1656;528;-25;35;0;34;0
23,63613;2020-04-27 13:34:46;0;40;78;158354;45960;17483;13583;4796;3061;1656;528;61;35;0;34;0
24,13902;2020-04-27 13:34:46;0;56;90;309537;10831;8665;4628;6837;6079;915;563;40;35;0;34;0
24,64184;2020-04-27 13:34:46;0;56;90;309537;10831;8665;4628;6837;6079;915;563;52;35;0;35;0
25,14468;2020-04-27 13:34:46;0;64;100;48838;37461;11023;30228;7762;8409;3135;1508;34;35;0;35;0
25,64753;2020-04-27 13:34:46;0;64;100;48838;37461;11023;30228;7762;8409;3135;1508;48;35;0;36;0
26,15043;2020-04-27 13:34:46;0;50;100;59447;18121;5144;12121;3026;2208;714;453;91;35;0;36;0
26,65331;2020-04-27 13:34:46;0;50;100;59447;18121;5144;12121;3026;2208;714;453;98;35;0;36;0
27,15613;2020-04-27 13:34:46;0;51;90;324791;28853;1439;3332;1282;1579;953;426;49;35;0;36;0
27,65911;2020-04-27 13:34:46;0;51;90;324791;28853;1439;3332;1282;1579;953;426;68;35;0;37;0
28,16185;2020-04-27 13:34:46;0;60;81;11197;9027;1764;7466;15178;10634;2870;2375;-113;35;0;37;0
28,66468;2020-04-27 13:34:46;0;60;81;11197;9027;1764;7466;15178;10634;2870;2375;200;41;0;38;0
29,16761;2020-04-27 13:34:46;0;60;81;11197;9027;1764;7466;15178;10634;2870;2375;115;41;0;38;0
29,67044;2020-04-27 13:34:46;0;60;81;11197;9027;1764;7466;15178;10634;2870;2375;116;41;0;38;0
30,17332;2020-04-27 13:34:46;0;50;60;61176;14274;1238;1816;1158;643;334;222;43;34;0;38;0
30,67629;2020-04-27 13:34:46;0;50;60;61176;14274;1238;1816;1158;643;334;222;70;34;0;39;0
31,17903;2020-04-27 13:34:46;0;56;70;19797;12868;5055;2454;3739;1511;1372;1233;68;34;0;39;0
31,68201;2020-04-27 13:34:46;0;56;70;19797;12868;5055;2454;3739;1511;1372;1233;84;37;0;39;0
32,18472;2020-04-27 13:34:46;0;30;74;249434;29175;6055;6117;6591;2628;1421;491;76;37;0;39;0
32,6876;2020-04-27 13:34:46;0;30;74;249434;29175;6055;6117;6591;2628;1421;491;80;35;0;39;0
33,19043;2020-04-27 13:34:46;0;37;53;210719;19533;439;1971;2638;2688;1402;765;37;35;0;39;0
33,69339;2020-04-27 13:34:46;0;37;53;210719;19533;439;1971;2638;2688;1402;765;43;35;0;39;0
34,19619;2020-04-27 13:34:46;0;37;53;210719;19533;439;1971;2638;2688;1402;765;73;35;0;39;0
34,69907;2020-04-27 13:34:46;0;37;53;210719;19533;439;1971;2638;2688;1402;765;18;35;0;39;0
35,20186;2020-04-27 13:34:46;0;67;78;9035;5605;5898;8124;10873;3755;1469;1115;83;35;0;39;0
35,70484;2020-04-27 13:34:46;0;67;78;9035;5605;5898;8124;10873;3755;1469;1115;-85;35;0;40;0
36,20774;2020-04-27 13:34:46;0;63;77;100636;27276;6929;2092;2524;1419;1350;525;-99;35;0;40;0
36,71058;2020-04-27 13:34:46;0;63;77;100636;27276;6929;2092;2524;1419;1350;525;80;35;0;40;0
37,21347;2020-04-27 13:34:46;0;56;100;89869;13319;8721;8511;3189;2102;876;597;86;35;0;40;0
37,71638;2020-04-27 13:34:46;0;56;100;89869;13319;8721;8511;3189;2102;876;597;161;35;0;41;0
38,21919;2020-04-27 13:34:46;0;48;96;321149;13756;5506;5094;5271;2327;968;613;11;35;0;41;0
38,72221;2020-04-27 13:34:46;0;48;96;321149;13756;5506;5094;5271;2327;968;613;98;35;0;41;0
39,22487;2020-04-27 13:34:46;0;23;67;946991;325046;2595;19799;2981;6539;6983;4347;91;50;0;41;0
