0,5082725;2020-04-27 13:37:07;0;0;0;0;0;0;0;0;0;0;0;-51;0;0;0;0
1,011046;2020-04-27 13:37:07;0;34;47;357841;31484;2063;1751;4963;4498;1962;948;51;0;0;17;0
1,513811;2020-04-27 13:37:07;0;34;47;357841;31484;2063;1751;4963;4498;1962;948;276;0;0;22;0
2,016697;2020-04-27 13:37:07;0;37;38;604034;67449;4085;13460;11482;10234;4095;6901;-41;34;0;26;0
2,519564;2020-04-27 13:37:07;0;37;38;604034;67449;4085;13460;11482;10234;4095;6901;-6;34;0;28;0
3,022459;2020-04-27 13:37:07;0;37;38;604034;67449;4085;13460;11482;10234;4095;6901;-37;34;0;29;0
3,525237;2020-04-27 13:37:07;0;37;38;604034;67449;4085;13460;11482;10234;4095;6901;307;34;0;30;0
4,028067;2020-04-27 13:37:07;0;69;44;143073;19908;8036;4339;2049;3402;616;887;-8;34;0;35;0
4,531076;2020-04-27 13:37:07;0;69;44;143073;19908;8036;4339;2049;3402;616;887;44;34;0;39;0
5,033702;2020-04-27 13:37:07;0;66;47;2102791;141423;13533;6493;11450;13366;3067;6066;102;34;0;42;0
5,536763;2020-04-27 13:37:07;0;66;47;2102791;141423;13533;6493;11450;13366;3067;6066;-7;34;0;44;0
6,039598;2020-04-27 13:37:07;0;61;54;99888;36572;3199;16053;4303;3783;989;889;237;34;0;45;0
6,542334;2020-04-27 13:37:07;0;61;54;99888;36572;3199;16053;4303;3783;989;889;42;34;0;46;0
7,045297;2020-04-27 13:37:07;0;54;51;126702;30434;6257;3706;4849;3346;1656;652;99;34;0;47;0
7,548159;2020-04-27 13:37:07;0;54;51;126702;30434;6257;3706;4849;3346;1656;652;-98;34;0;47;0
8,051067;2020-04-27 13:37:07;0;50;56;71229;7644;4225;3700;1252;1101;1306;296;164;34;0;47;0
8,553904;2020-04-27 13:37:07;0;50;56;71229;7644;4225;3700;1252;1101;1306;296;97;34;0;48;0
9,05671;2020-04-27 13:37:07;0;44;63;122889;78027;5593;17369;10965;5335;5001;3480;-70;34;0;47;0
9,559484;2020-04-27 13:37:07;0;44;63;122889;78027;5593;17369;10965;5335;5001;3480;-33;34;0;47;0
10,0625;2020-04-27 13:37:07;0;35;64;40621;26950;14044;3374;4628;1078;1210;648;25;34;0;46;0
10,56526;2020-04-27 13:37:07;0;35;64;40621;26950;14044;3374;4628;1078;1210;648;59;34;0;46;0
11,06826;2020-04-27 13:37:07;0;30;60;1776804;259979;21766;15286;5785;19236;2029;2499;-84;34;0;45;0
11,57117;2020-04-27 13:37:07;0;30;60;1776804;259979;21766;15286;5785;19236;2029;2499;233;34;0;44;0
12,07388;2020-04-27 13:37:07;0;34;54;54394;28893;14194;5671;5119;3838;876;1009;23;34;0;44;0
12,57688;2020-04-27 13:37:07;0;40;64;79127;22203;10235;9502;2104;3612;1663;1403;104;34;0;44;0
13,07963;2020-04-27 13:37:07;0;40;64;79127;22203;10235;9502;2104;3612;1663;1403;119;34;0;44;0
13,58259;2020-04-27 13:37:07;0;37;63;37896;59500;31172;5595;5927;1830;692;421;80;34;0;43;0
14,0855;2020-04-27 13:37:07;0;37;63;37896;59500;31172;5595;5927;1830;692;421;50;34;0;43;0
14,58841;2020-04-27 13:37:07;0;50;77;17646;4817;577;5407;4132;2610;915;413;70;34;0;43;0
15,09104;2020-04-27 13:37:07;0;50;77;17646;4817;577;5407;4132;2610;915;413;121;34;0;44;0
15,5941;2020-04-27 13:37:07;0;50;77;17646;4817;577;5407;4132;2610;915;413;60;34;0;44;0
16,09686;2020-04-27 13:37:07;0;41;69;39367;43612;12220;1042;1991;1774;874;1010;88;34;0;44;0
16,59967;2020-04-27 13:37:07;0;57;60;17552;13124;5757;1704;5555;11271;5413;5416;193;34;0;44;0
17,10261;2020-04-27 13:37:07;0;57;60;17552;13124;5757;1704;5555;11271;5413;5416;114;35;0;44;0
17,60546;2020-04-27 13:37:07;0;80;56;38187;18432;5480;2413;3371;3922;2191;1128;101;35;0;45;0
18,10836;2020-04-27 13:37:07;0;80;56;38187;18432;5480;2413;3371;3922;2191;1128;-91;35;0;46;0
18,61117;2020-04-27 13:37:07;0;63;64;69229;42245;51836;2165;2049;4141;1791;526;57;35;0;47;0
19,11401;2020-04-27 13:37:07;0;63;64;69229;42245;51836;2165;2049;4141;1791;526;122;35;0;47;0
19,61694;2020-04-27 13:37:07;0;61;64;96076;81311;18074;6734;11480;2636;7721;3968;18;35;0;48;0
20,11973;2020-04-27 13:37:07;0;61;64;96076;81311;18074;6734;11480;2636;7721;3968;231;35;0;48;0
20,62266;2020-04-27 13:37:07;0;44;56;432024;27518;2648;1223;4514;3261;792;351;60;35;0;48;0
21,12547;2020-04-27 13:37:07;0;44;56;432024;27518;2648;1223;4514;3261;792;351;-117;35;0;48;0
21,62836;2020-04-27 13:37:07;0;48;63;83406;2544;2958;2537;3720;1819;873;429;-6;35;0;48;0
22,13122;2020-04-27 13:37:07;0;48;63;83406;2544;2958;2537;3720;1819;873;429;138;35;0;48;0
22,63411;2020-04-27 13:37:07;0;56;48;87486;34641;2876;5886;1831;4203;874;499;5;35;0;48;0
23,13691;2020-04-27 13:37:07;0;56;48;87486;34641;2876;5886;1831;4203;874;499;54;35;0;48;0
23,63982;2020-04-27 13:37:07;0;67;40;89942;20626;621;2458;2356;2114;482;321;68;35;0;48;0
24,14266;2020-04-27 13:37:07;0;67;40;89942;20626;621;2458;2356;2114;482;321;58;35;0;49;0
24,64558;2020-04-27 13:37:07;0;67;51;29765;50596;13399;15150;10971;6913;5070;5500;9;35;0;49;0
25,14838;2020-04-27 13:37:07;0;67;51;29765;50596;13399;15150;10971;6913;5070;5500;118;38;0;49;0
25,65133;2020-04-27 13:37:07;0;61;40;902878;153652;15594;27092;49530;21732;12434;7628;5;38;0;50;0
26,1541;2020-04-27 13:37:07;0;61;40;902878;153652;15594;27092;49530;21732;12434;7628;49;38;0;50;0
